ASIN,date,author,title,rating,body,helpful
B000AAM0G2,16 Mar 2018,SRP,Love the fact that it doesn't slip,4.0 ,"Very large, make sure you have the counter space. Love the fact that it doesn't slip, but it's easy to cut into the board if you have a very sharp knife. Cleaning it is also mildly annoying because of how large it is, but this will depend on the size of your sink.",
B000AAM0G2,15 Mar 2018,Adam Henaghan,Five Stars,5.0 ,"It might have become slightly warped from a run in a hot dishwasher, something to be aware of.",
B000AAM0G2,13 Mar 2018,Josh,Five Stars,5.0 ,Perfect size!,
B000AAM0G2,12 Mar 2018,Priya,Five Stars,5.0 ,Great for Chopping!,
B000AAM0G2,11 Mar 2018,phoenixtorrent,Five Stars,5.0 ,We love these cutting boards.,
B000AAM0G2,11 Mar 2018,Stephen J,Four Stars,4.0 ,good simple cutting board,
B000AAM0G2,11 Mar 2018,Amazon Customer,great addition to the kitchen,5.0 ,use this everyday so awesome!!,
B000AAM0G2,10 Mar 2018,SallyJenkins,A great little cutting board!,5.0 ,"I love this little cutting board. I have a narrow space between the fridge and the stove and could never prep anything there with my standard-sized cutting board, but with this one, I can. I can also more easily find a spot to use it when my bigger work counter is covered with ingredients, bowls, utensils, etc. Really handy!",
B000AAM0G2,09 Mar 2018,Mary O.,"Great quality, Convenient size!",5.0 ,I got this for my brother since he downsized & his kitchen counter was smaller. He said the size is perfect & the quality is great.,
B000AAM0G2,09 Mar 2018,Doron Avizov,Nice small cutting board,4.0 ,Nice small cutting board. Cutco recommends using polypropylene cutting boards with their knives and this one fits the bill. My Cutco knife does scratch it up but who cares. It protects the counter and is easy to handle and wash. I put it in the dishwasher too and it didn't warp or discolor at all.,
B000AAM0G2,09 Mar 2018,J.H.,warped,2.0 ,Wouldn't purchase again. It's warped.,
B000AAM0G2,09 Mar 2018,Thomas Neff,Not as sturdy as I would have liked,3.0 ,Not as sturdy as I would have liked. I made slices into the board the first time I used it. I would have preferred stronger material.,
B000AAM0G2,08 Mar 2018,VK Doggy dog,Highly recommended.,5.0 ,very sturdy and saves on space,
B000AAM0G2,08 Mar 2018,Gorejs,"Wobbly on one side, scars quickly",4.0 ,"Decent cutting board, as advertised. The little feet do indeed keep it stable on the counter. Unfortunately, mine arrived slightly warped, so the feet keep only one side stable. When I use the other side, I still have to stabilize the board with a damp cloth or rubber mat. Also, the surface scars up pretty quickly, so I'm not sure how durable this will be. Time will tell!",
B000AAM0G2,06 Mar 2018,MWillow,Great Quality,5.0 ,We have several of these in different sizes. They have held up very well through hundreds of cycles through the dishwasher and daily use. We will be buying a couple more in this size.,
B000AAM0G2,06 Mar 2018,colin gray,Five Stars,5.0 ,It's just the right size for my needs and easy to clean.,
B000AAM0G2,03 Mar 2018,Amazon Customer,Five Stars,5.0 ,nice and sturdy and thick and stays in place,
B000AAM0G2,01 Mar 2018,bobbie little,Five Stars,5.0 ,it is great I like the fact it doesn't slide all over the counter,
B01LZFRZWH,05 Apr 2018,C. Hines,Five Stars,5.0 ,Excellent set of cutting boards for the price,
B01LZFRZWH,05 Apr 2018,Glenn Geffcken,"I purchased this because the price looked so good, but it's really a cheap product",2.0 ,"I purchased this because the price looked so good, but it's really a cheap product. After less than two months of use one of the boards started splitting, and we always hand wash and dry our boards immediately after use. Not worth the cost savings. The only reason I'm not giving it one star is because of the price.",
B01LZFRZWH,05 Apr 2018,justme,"Nice, so far.",4.0 ,Nice quality so far.,
B01LZFRZWH,05 Apr 2018,Amazon Customer,Five Stars,5.0 ,The set has various sizes and works great,
B01LZFRZWH,05 Apr 2018,Diana,Terrible quality,1.0 ,In less than three months one of the boards split in half! I had used it moderately and hand washed it as indicated.,
B01LZFRZWH,04 Apr 2018,Manchester Randy,"Strong, easy to clean and easy to store.",5.0 ,"Shortly upon receipt the company wanted feedback. So here's my feedback based upon a month of usage. I judge cutting boards based upon strength, ease to CLEAN and utility. On all fronts I'm very happy with my purchase...so far. My focus is now on durability. Definitely good value.",
B01LZFRZWH,03 Apr 2018,capnronIT,Bought it less than a couple months ago. Followed ...,1.0 ,Bought it less than a couple months ago. Followed all the care instructions. One of them is already splitting. Not healthy to use it any more. Not what I would have expected or hoped for.,
B01LZFRZWH,02 Apr 2018,Patricia Stern,So far so good. Recently bought this set and it's great quality ...,5.0 ,So far so good. Recently bought this set and it's great quality and looks to be durable. Definitely better than other cutting boards I've used before.,
B01LZFRZWH,02 Apr 2018,wigglepuppy,"Thin, Warp Easily, Won’t Last More Than 6-12 mos.",2.0 ,Within 6 months 2 of the boards from the set are already split and broken. They were not used/washed improperly or often. I think they’re just thin and warp easy after washing them in warm water. This set seemed like a good deal when I saw it but now I realize they’re only suitable if you don’t need them to last over a year!,
B01LZFRZWH,02 Apr 2018,Hope,Love these cutting boards,5.0 ,Love these cutting boards! They are not heavy but sturdy & beautiful enough that I keep mine on the counter. Easy to wash & don't keep odors.,
B01LZFRZWH,02 Apr 2018,Mandy Schalk,Don’t waste the money,1.0 ,Crappy! Purchased these about 1 month. All but one have warped. 2 have cracked. Very disappointed.,
B01LZFRZWH,02 Apr 2018,NL,Five Stars,5.0 ,Great value for money!,
B01LZFRZWH,01 Apr 2018,m p,Very nice.,5.0 ,Surprised at the quality. Very nice.,
B01LZFRZWH,01 Apr 2018,Jon Jon,They are really nice looking and can be used to present your foods ...,5.0 ,This set comes with 4 different size bamboo cutting boards. The biggest one has grooves fo keep the juices from flowing onto your counter. They are really nice looking and can be used to present your foods on.,
B01LZFRZWH,01 Apr 2018,jodi tremain,Splinters,1.0 ,"I've used one of them once and after washing it as instructed there are lots of little ""splinters"" on it. I'm afraid to use them now as I don't want these little splinters getting in the food I'm preparing for my family.",
B01LZFRZWH,31 Mar 2018,Enrique R.,One Star,1.0 ,"poor quality boards, all broke after a week of buying them, waste of money",
B01LZFRZWH,30 Mar 2018,Omar N,These are great boards - the sizes are all unique and useful ...,4.0 ,"These are great boards - the sizes are all unique and useful in various situations. My personal favorite is the X-large size, due to the amount of space and the useful grooves which can catch liquids from what is being cut. The medium and small are as expected. The large is a bit thin, and can split; which happened to me but thankfully I was able to work that out with the seller. Overall, good boards.",
B01LZFRZWH,30 Mar 2018,Nyah Moddison,One Star,1.0 ,I have had the boards for a couple of weeks and one already broke.,
B01LZFRZWH,30 Mar 2018,SuellenB,Well worth the price,5.0 ,"Love the four sizes. Didn’t think I would use the smallest size, but have ended up using it the most. I would recommend these in a minute.",
B01LZFRZWH,29 Mar 2018,Alex M.,and sturdy. The different amounts and sizes are also extremely ...,5.0 ,"My mom absolutely loves this. The wood is very thick, heavy, and sturdy. The different amounts and sizes are also extremely useful as you won't have to always wash it or you can just use the small one if you want to just dice one or two things quickly. It also lets you have a board specifically for meats. Overall, it's a great and cheap set of boards.",
B016OP6N3M,06 Apr 2018,Fuzzyx,High quality!!,5.0 ,"These bamboo set has very high quality! They have appropriate sizes for me to deal with the raws. I used the smallest one for spices, medium for meat, and the largest for vegs and fruits! Also they have beautiful bamboo smell when I firstly opened the pack, felt natural and healthy :)",
B016OP6N3M,06 Apr 2018,Ebony Savage,Five Stars,5.0 ,Great price and quality,
B016OP6N3M,05 Apr 2018,WEN,"Good quality, but the size is relatively small",5.0 ,"Good quality, but the size is relatively small, is a natural bamboo products! Very environmentally friendly, the overall shape is great!",
B016OP6N3M,05 Apr 2018,Shanshan Huang,Useful,5.0 ,These set of 3 cutting boards are good quality and very useful. I'm happy with my purchase.,
B016OP6N3M,05 Apr 2018,Melissa,good quality! I like the idea of three different ...,5.0 ,"good quality! I like the idea of three different size cutting boards in a combos, so I can separate it for different use. I use the big one for raw meat and vegetables. The medium one for cooked meat, and the small one for fruits or salads.",2 people found this helpful.
B016OP6N3M,05 Apr 2018,Ycarolina,I like this set bamboo board,5.0 ,"I like this set bamboo board. It is perfect for use small board for cheese, medium vegetables. It is real bamboo. They are thin and no heavy. They are practical.",
B016OP6N3M,05 Apr 2018,jimmy L,Five Stars,5.0 ,Very useful,
B016OP6N3M,04 Apr 2018,Abby M,Poor quality,1.0 ,All of the boards warped and split after the first use.,
B016OP6N3M,04 Apr 2018,martin j,Three Stars,3.0 ,Might be ok for a clild--Thought it would be bigger !,
B016OP6N3M,04 Apr 2018,Jessica Langlois,"Nice quality, smaller than I thought (but that's on ...",4.0 ,"Nice quality, smaller than I thought (but that's on me as the sizes were listed). Thin, light. I don't expect they will last more than a year or two (we cook a lot), but they were cheap enough and I good gift for my husband.Not a bad idea to oil them and make sure they don't soak in water.",
B0723FXC74,06 Apr 2018,Just Lisa,I love my new cutting boards,5.0 ,I love my new cutting boards. The set of 3 is perfect for all my needs. I love the groove that catches any liquids and the color is neutral so it would match any decor. I highly recommend and would purchase again.,
B0723FXC74,05 Apr 2018,jjjacob,Three Stars,3.0 ,Smaller boards than anticipated.,
B0723FXC74,04 Apr 2018,Ellie,Four Stars,4.0 ,"Smaller than I thought they'd be, but quality is what I expected.",
B0723FXC74,02 Apr 2018,J. Gold,Nice looking cutting boards,5.0 ,They arrived ahead of schedule and are as advertised. So far they work great!,
B0723FXC74,01 Apr 2018,Margarita,Four Stars,4.0 ,Basic cutting boards. Does the job.,
B0723FXC74,30 Mar 2018,Kathy E.,Five Stars,5.0 ,"Love my new cutting boards. They got here in a timely manner, thank you.",
B0723FXC74,29 Mar 2018,M. Powell,Two Stars,2.0 ,"Not holding up as I'd like, but okay",
B0723FXC74,29 Mar 2018,L. Verni,Too small to be useful,1.0 ,"I was excited about these cutting boards, as I have similar ones with the rubber that prevents them from sliding, but these have a small channel to catch juices as you cut. However, they are SO SMALL, it's ridiculous! I have no idea who could actually cook dinner using the small or medium one. The ""large"" is one I'd pull out if I was just slicing cheese. I could never use these to cut up chicken or anything larger that I don't want to go off the edge of the board onto the counter. Wish I wasn't so lazy or I'd return them.",One person found this helpful.
B0723FXC74,29 Mar 2018,Brandon,They are fine for the price,3.0 ,They are fine for the price. Have gone through one dishwasher cycle so far. They do slide around quite a bit. If you have the grooved side up there is no grip at all and it will slide all over on you.,
B0723FXC74,29 Mar 2018,Jessica Froelich,Nice Buy,5.0 ,Works great. Love the three different sizes. Easy to clean.,
B0723FXC74,28 Mar 2018,Aimee R.,Not non slip,1.0 ,"The cutting board slide all over the place. I was hoping the reviews that said they slide were wrong, sadly they were correct. Keep looking, this cutting board is not for you.",
B0723FXC74,27 Mar 2018,James Biehl,Good quality,5.0 ,Exactly what was advertised. Three sizes are included and they're all very durable,
B0723FXC74,27 Mar 2018,Andrew Hebert,Great cutting boards!,5.0 ,Great product. Would recommend to all!,
B0723FXC74,27 Mar 2018,Amazon Customer,Five Stars,5.0 ,"really liked them, haven't stain so far so thats good.",
B0723FXC74,25 Mar 2018,RT,Excellent product,5.0 ,Non-slip grip on bottom with handles makes it easy to use.,
B0723FXC74,24 Mar 2018,db,Five Stars,5.0 ,great addition to the home kitchen,
B0723FXC74,23 Mar 2018,Diana Carlos,Five Stars,5.0 ,Exactly what I was looking for.,
B0723FXC74,23 Mar 2018,unhappy,Five Stars,5.0 ,goog,
B0723FXC74,22 Mar 2018,N. Johns,Excellent cutting boards,5.0 ,Christmas gift and great to have three sizes for cutting.,
B0723FXC74,21 Mar 2018,DLH,I like these boards,5.0 ,I like these boards. I don't use the large one that much but I do use the small and medium quite a bit,
B0723FXC74,21 Mar 2018,Amazon Customer,"Exactly as described, doesn't slip when being used, good sizes.",5.0 ,"Perfect. Exactly as described, doesn't slip when being used, good sizes.",
B0723FXC74,20 Mar 2018,Zira Jenkins,Look sturdy. Were a little dusty upon arrival but no ...,4.0 ,Arrived on time. Look sturdy. Were a little dusty upon arrival but no serious issues,
B0723FXC74,19 Mar 2018,garbo,Perfect! Just what I needed to replace my old ...,5.0 ,"Perfect! Just what I needed to replace my old cutting board. One for veggies, one for meat, and one for fruit. Good quality, would recommend.",
B0723FXC74,18 Mar 2018,Jennifer Dale,Two Stars,2.0 ,Like that they are non porous but they are way too small,
B0723FXC74,17 Mar 2018,Franticfran,Easy to clean,4.0 ,Three sizes are practical. Boards are as expected and work well. Easy to clean.,
B0723FXC74,14 Mar 2018,Hurkaburka,Great Set of cutting boards,5.0 ,Great set of cutting boards. Really like the different sizes for whatever job needs to be done. Would recommend.,
B0723FXC74,14 Mar 2018,ttdc,Good functionality,5.0 ,Second time we have ordered these(large board accidentally thrown away) and they are good quality and fit easily into the dishwasher which is a plus. The product arrived on time and we are happy.,
B0723FXC74,13 Mar 2018,Hannibal abdullah-el,Five Stars,5.0 ,Way more efficient than cutting on countertop!,
B0723FXC74,11 Mar 2018,Jesmski,"Great quality, long lasting. Cleans well.",5.0 ,"I love these cutting boards. This is the 3rd set I’ve purchased. The boards are of high quality and last a long time. I do like to replace my cutting boards due to germs, so the price point of these are perfect for that. They clean well and I don’t hold food stains. The rubber sides are great for non-slip surface. The rubber itself adheres to the board smoothly so I don’t worry about germs getting trapped inside the cracks. I included a picture of the new board next to the old one (about 9months old) to show how well they wear.",6 people found this helpful.
B0723FXC74,10 Mar 2018,Amazon Customer,Five Stars,5.0 ,great bargain. these are great cutting boards,
B0723FXC74,10 Mar 2018,Toni,"Well made, and the sizes are perfect!",5.0 ,"HOMWE Kitchen Cutting Board (3-Piece Set) | Juice Grooves w/ Easy-Grip Handles | BPA-Free, Non-Porous, Dishwasher Safe | Multiple Sizes (Set of Three, Gray) These cutting boards are just what I was looking for. The sizes are perfect for my uses, and seem to be strong and durable. As a plus, they're attractive!",
B0723FXC74,09 Mar 2018,Angela Smedley,Three sizes for every task!,5.0 ,Needed to replace our old cutting boards that were worn out. These did the job! I love the different sizes & will use these all the time!,
B0723FXC74,09 Mar 2018,Nicole,No more slippage,5.0 ,Love the rubber feet on the bottom! No more chasing the cutting board across the counter while we cut.,
B0723FXC74,09 Mar 2018,Kaitlin,Five Stars,5.0 ,"I love the sizes of these, and they don't slip. Great quality for the price",
B0723FXC74,09 Mar 2018,Angela,Five Stars,5.0 ,I love these. Perfect for large or small meals i make and easy to clean.,
B0723FXC74,08 Mar 2018,Julie S.,Go ahead and order this!,5.0 ,Very good value! Excellent quality and the biggest one still fits in my dishwasher. Very happy with my purchase.,
B0723FXC74,04 Mar 2018,yaidrus,Five Stars,5.0 ,Great,
B0723FXC74,03 Mar 2018,Susan Carroll,Working great. I love having the different sizes for different ...,5.0 ,Working great. I love having the different sizes for different cutting chores. And they clean up easily.,
B0723FXC74,02 Mar 2018,Kellster,love these,5.0 ,"So far I love these for the different size jobs, the handles make it easy to grab and hold. I love the juice....groove that runs around the edges on all three. I would recommend these to my friends and family for sure.",
B0723FXC74,02 Mar 2018,Olivia,"Good Price, little small.",4.0 ,Not sure what you'd cut on that tiny little cutting board - seems unnecessary lol. The other two will be great for preparing dinner and cutting veggies. Will probably still have to get a larger board to cut big stuff like watermelon.,
B0723FXC74,06 Apr 2018,Just Lisa,I love my new cutting boards,5.0 ,I love my new cutting boards. The set of 3 is perfect for all my needs. I love the groove that catches any liquids and the color is neutral so it would match any decor. I highly recommend and would purchase again.,
B0723FXC74,05 Apr 2018,jjjacob,Three Stars,3.0 ,Smaller boards than anticipated.,
B0723FXC74,04 Apr 2018,Ellie,Four Stars,4.0 ,"Smaller than I thought they'd be, but quality is what I expected.",
B0723FXC74,02 Apr 2018,J. Gold,Nice looking cutting boards,5.0 ,They arrived ahead of schedule and are as advertised. So far they work great!,
B0723FXC74,01 Apr 2018,Margarita,Four Stars,4.0 ,Basic cutting boards. Does the job.,
B0723FXC74,30 Mar 2018,Kathy E.,Five Stars,5.0 ,"Love my new cutting boards. They got here in a timely manner, thank you.",
B0723FXC74,29 Mar 2018,M. Powell,Two Stars,2.0 ,"Not holding up as I'd like, but okay",
B0723FXC74,29 Mar 2018,L. Verni,Too small to be useful,1.0 ,"I was excited about these cutting boards, as I have similar ones with the rubber that prevents them from sliding, but these have a small channel to catch juices as you cut. However, they are SO SMALL, it's ridiculous! I have no idea who could actually cook dinner using the small or medium one. The ""large"" is one I'd pull out if I was just slicing cheese. I could never use these to cut up chicken or anything larger that I don't want to go off the edge of the board onto the counter. Wish I wasn't so lazy or I'd return them.",One person found this helpful.
B0723FXC74,29 Mar 2018,Brandon,They are fine for the price,3.0 ,They are fine for the price. Have gone through one dishwasher cycle so far. They do slide around quite a bit. If you have the grooved side up there is no grip at all and it will slide all over on you.,
B0723FXC74,29 Mar 2018,Jessica Froelich,Nice Buy,5.0 ,Works great. Love the three different sizes. Easy to clean.,
B0723FXC74,28 Mar 2018,Aimee R.,Not non slip,1.0 ,"The cutting board slide all over the place. I was hoping the reviews that said they slide were wrong, sadly they were correct. Keep looking, this cutting board is not for you.",
B0723FXC74,27 Mar 2018,James Biehl,Good quality,5.0 ,Exactly what was advertised. Three sizes are included and they're all very durable,
B0723FXC74,27 Mar 2018,Andrew Hebert,Great cutting boards!,5.0 ,Great product. Would recommend to all!,
B0723FXC74,27 Mar 2018,Amazon Customer,Five Stars,5.0 ,"really liked them, haven't stain so far so thats good.",
B0723FXC74,25 Mar 2018,RT,Excellent product,5.0 ,Non-slip grip on bottom with handles makes it easy to use.,
B0723FXC74,24 Mar 2018,db,Five Stars,5.0 ,great addition to the home kitchen,
B0723FXC74,23 Mar 2018,Diana Carlos,Five Stars,5.0 ,Exactly what I was looking for.,
B0723FXC74,23 Mar 2018,unhappy,Five Stars,5.0 ,goog,
B0723FXC74,22 Mar 2018,N. Johns,Excellent cutting boards,5.0 ,Christmas gift and great to have three sizes for cutting.,
B0723FXC74,21 Mar 2018,DLH,I like these boards,5.0 ,I like these boards. I don't use the large one that much but I do use the small and medium quite a bit,
B016OP6N3M,06 Apr 2018,Fuzzyx,High quality!!,5.0 ,"These bamboo set has very high quality! They have appropriate sizes for me to deal with the raws. I used the smallest one for spices, medium for meat, and the largest for vegs and fruits! Also they have beautiful bamboo smell when I firstly opened the pack, felt natural and healthy :)",
B016OP6N3M,06 Apr 2018,Ebony Savage,Five Stars,5.0 ,Great price and quality,
B016OP6N3M,05 Apr 2018,WEN,"Good quality, but the size is relatively small",5.0 ,"Good quality, but the size is relatively small, is a natural bamboo products! Very environmentally friendly, the overall shape is great!",
B016OP6N3M,05 Apr 2018,Shanshan Huang,Useful,5.0 ,These set of 3 cutting boards are good quality and very useful. I'm happy with my purchase.,
B016OP6N3M,05 Apr 2018,Melissa,good quality! I like the idea of three different ...,5.0 ,"good quality! I like the idea of three different size cutting boards in a combos, so I can separate it for different use. I use the big one for raw meat and vegetables. The medium one for cooked meat, and the small one for fruits or salads.",2 people found this helpful.
B016OP6N3M,05 Apr 2018,Ycarolina,I like this set bamboo board,5.0 ,"I like this set bamboo board. It is perfect for use small board for cheese, medium vegetables. It is real bamboo. They are thin and no heavy. They are practical.",
B016OP6N3M,05 Apr 2018,jimmy L,Five Stars,5.0 ,Very useful,
B016OP6N3M,04 Apr 2018,Abby M,Poor quality,1.0 ,All of the boards warped and split after the first use.,
B016OP6N3M,04 Apr 2018,martin j,Three Stars,3.0 ,Might be ok for a clild--Thought it would be bigger !,
B016OP6N3M,04 Apr 2018,Jessica Langlois,"Nice quality, smaller than I thought (but that's on ...",4.0 ,"Nice quality, smaller than I thought (but that's on me as the sizes were listed). Thin, light. I don't expect they will last more than a year or two (we cook a lot), but they were cheap enough and I good gift for my husband.Not a bad idea to oil them and make sure they don't soak in water.",
B016OP6N3M,03 Apr 2018,Debbie K,Five Stars,5.0 ,"Great product and price - sustainable, recyclable…superior to others I have tried.",
B016OP6N3M,03 Apr 2018,Tbrow,Nice boards,4.0 ,Nice quality but will need oiled,
B016OP6N3M,01 Apr 2018,Amazon Customer,Happy To Get It Right,5.0 ,A perfect fit for my wife’s new cutting board rack. Clean lines and the right sized boards for her needs. She was very surprised and that was okay by me. I love it when I get it right.,One person found this helpful.
B016OP6N3M,01 Apr 2018,chunhua,It also has a recommendation about which board is good for what kind of food,5.0 ,"Light in weight with various sizes. It also has a recommendation about which board is good for what kind of food. Thus, along with my another big board,I can cut the meat, vegges and fruit ,cooked or raw,seperately. Only thing is that it will be much better if the large one could be larger.",
B016OP6N3M,31 Mar 2018,CAC,I was looking fr something small that would not take ...,5.0 ,I was looking fr something small that would not take up a lot of counter space in studio apartment. It is just what my daughter needed.,
B016OP6N3M,30 Mar 2018,Abel,BAMBOO is great natural material for chopping since it won't get moldy as wood.,4.0 ,Having marks at oneside so it is easy to distinguish which side is usually used as upper side. No smell. BAMBOO is great natural material for chopping since it won't get moldy as wood. The bigger two could be hanged to dry. And I wish the smallest one could be too.,
B016OP6N3M,30 Mar 2018,Nichole Pelaez,Five Stars,5.0 ,Very good quality!,
B016OP6N3M,28 Mar 2018,Anna Kim,Beware of splinters when opening,1.0 ,Pricked me the moment I opened it. Will be returning and wouldn't recommend to anyone.,
B016OP6N3M,27 Mar 2018,joann chen,Five Stars,5.0 ,This bamboo cutting board is very good and easy clean. Will recommend this product .,
B016OP6N3M,27 Mar 2018,Yan,great cutting board,5.0 ,"I love chopping on my bamboo boards.With the different sizes, I can use them for difference food(veggies,meat, and bread or cheese ).Having 3 of them is perfect so I don’t cross contaminate. It says dishwasher safe, so maybe I just got a bad one. I love these way more than the plastic one I was using. High quality and a great price.",
B016OP6N3M,27 Mar 2018,Amazon Customer,I am in love with these cutting boards,5.0 ,I am in love with these cutting boards! I have already used and washed these multiple times since I got them. They are perfect size and very smooth.,
B016OP6N3M,26 Mar 2018,Michael Sankovich,and they are very nice to cut against and seem very durable,5.0 ,"They arrived promptly and I immediately started using them. The different sizes are very convenient, and they are very nice to cut against and seem very durable. Even better, they are easy as hell to clean.",
B016OP6N3M,25 Mar 2018,Christopher,Good value for the Price,4.0 ,"Nice 3 piece set that serve their purpose for the price point. I am a bit concerned about their long term durability though. Only used a few times and there are some pretty hefty cut marks in these boards. For $10 though, it is what it is.",
B016OP6N3M,25 Mar 2018,Lily Hiddemen,The small bamboo cutting board is perfect for small cooking projects,5.0 ,"I am not a fan of plastic cutting boards, so while the green one came with the bamboo cutting board, I use the bamboo cutting board more than the plastic one. The small bamboo cutting board is perfect for small cooking projects, such as cutting up garlic or onion. I like it because sometimes I cook for myself and have no need to dirty my large bamboo cutting board. It's light, versatile and well made and perfect when a person is cooking for one. 5 stars for the bamboo!",
B016OP6N3M,25 Mar 2018,Allen Moredock,Very nice boards,5.0 ,Very nice quality... Very sturdy but surprisingly light. I would definitely buy these again.,
B016OP6N3M,24 Mar 2018,Michael Wagner,Five Stars,5.0 ,Wonderful product,
B016OP6N3M,23 Mar 2018,Ethan,"the bamboo board is cool, my mum likes it very much",5.0 ,"3 in 1, the bamboo board is cool, my mum likes it very much.",One person found this helpful.
B016OP6N3M,21 Mar 2018,J. C.,Convenient and healthier.,5.0 ,"It's healthier when I separate the bamboo cutting board for meat, vegetable and fruits. The bamboo quality is great that they are light weight but durable. Especially the two bigger size, they are convenient to cut stuffs.",
B016OP6N3M,20 Mar 2018,xiaorenjing888,The bamboo cutting is very good. I will one for meet,5.0 ,"The bamboo cutting is very good. I will one for meet,one for vegtable one for fruit. Everything is perfect.The seller is nice. Now I will learn cook with my cutting !",
B016OP6N3M,20 Mar 2018,jie jie lin,Five Stars,5.0 ,Great quality.,
B016OP6N3M,20 Mar 2018,Germonson,As good as I expected,5.0 ,"As good as I expected, cutting things did not move. A very good bamboo cutting board better than plastic cutting board.",
B016OP6N3M,19 Mar 2018,Jian,and better than my old plastic one,5.0 ,"First, Arrived really fast. First time trying bamboo cutting board. So far, no complaints. Solid, light, and better than my old plastic one.",
B016OP6N3M,18 Mar 2018,al lengkeek,Five Stars,5.0 ,Love these boards. Great as a cutting board or cheese board.,
B016OP6N3M,18 Mar 2018,Doodle™,Didnt last long.,2.0 ,Lasted about 2 months before they started curling up. Cracked and broke shortly after. Buy a thicker cutting board.,
B016OP6N3M,18 Mar 2018,Amazon Customer,Pieces of wood in my food,1.0 ,Pieces of wood are shedding off all three boards. Not a good purchase,One person found this helpful.
B016OP6N3M,17 Mar 2018,Chong L.,So much better than plastic cutting boards,5.0 ,"I have a big size bamboo cutting board and was looking for a set of small boards for cheese, small size veggies, and stuff. So I ordered this and I have to say I like it very much. They are very light and strong due to the nature of bamboo. They are reversible, too. And in my experience, bamboo is naturally anti-microbial. I have been staying away from plastic cutting boards for years and I will never go back. These are easy to clean and I conditioned them with mineral oil for a day and the shine and finish seems to last. I'm certain that these will last for a long long time.",2 people found this helpful.
B016OP6N3M,17 Mar 2018,Paige Morgan,Edges started to grow mold. Buyer beware!,1.0 ,"These look nice, but the edges have started turning black with some sort of fungus after just a few weeks use. I don't think they were sealed like the other surfaces.",2 people found this helpful.
B016OP6N3M,17 Mar 2018,Tessa Franklin,Great product,5.0 ,"Great cutting board set. Exactly as advertised. I would definitely recommend oiling them with mineral oil, though.",
B016OP6N3M,17 Mar 2018,Lorraine Uckerman,once I prep it with oil or the like..,5.0 ,"About to use this soon, once I prep it with oil or the like..",
B016OP6N3M,15 Mar 2018,Here We Are Again,Cracked!,1.0 ,One of the boards had a crack running through the middle,One person found this helpful.
B016OP6N3M,15 Mar 2018,Wendy,Very pleased!,5.0 ,"I love these, but I do really love the largest in this set and that's the one I use. The small is very small, it was tedious to chop a small zucchini on it, but the quality is amazing and they clean up well and shipped amazingly fast and overall very, very pleased.",
B016OP6N3M,15 Mar 2018,Devin,Rough and full of splinters,2.0 ,"Boards are full of splinters and rough edges. Sizes and weight are nice, but I'm going to have to sand and oil before even considering using. Id recommend just spending more for better quality boards.",
B016OP6N3M,13 Mar 2018,Regina I,Highly recommended for mama!,5.0 ,"First time using bamboo kind cutting board. This was easy to clean and cut better than the plastic one in the past. It comes with three different sizes which I can Better separate for fresh, raw and fruits.",One person found this helpful.
B016OP6N3M,12 Mar 2018,Gz,I don’t like plastic ones and the bamboo board seems better than ...,5.0 ,Three light weight and durable cutting boards for only 11 dollars! I don’t like plastic ones and the bamboo board seems better than wood. The smooth surface makes it easy to clean. Quality products!,
B016OP6N3M,12 Mar 2018,John O'Donnell,Five Stars,5.0 ,Like the items. Good price.,
B016OP6N3M,12 Mar 2018,JC,Great size overall but came with some splinters that took ...,3.0 ,Great size overall but came with some splinters that took a while and some washing to finally go away. OK durability and nice coloring. Nothing too fancy but light and convenient for every day use.,
B016OP6N3M,09 Mar 2018,Karrie L Smith,Four Stars,4.0 ,Not the best quality but they'll do.,
B016OP6N3M,09 Mar 2018,Amiee C.,I was so pleased to have found this item,5.0 ,I was so pleased to have found this item. I like that that the three sizes are included together so you have multiple option when cutting in the kitchen. I also love how beautiful these cutting boards looks. They are lightweight and great quality that i can use the cutting boards a very long time.,
B016OP6N3M,08 Mar 2018,Stephanie,Its fine,3.0 ,Work great but largest board has already cracked after a few months of light use.,
B016OP6N3M,07 Mar 2018,Jim,Light and easy to store.,5.0 ,Our old cutting boarding is made of plastic. very heavy and its big 16x24. We like this 3 pcs set bamboo cutting board. They are light and sizes are easy to store and even fit in the dish rack for drying.,
B016OP6N3M,07 Mar 2018,Amazon Customer,Not happy...,2.0 ,"I was very excited about these when I received them, but unfortunately after one use, they started bending and deforming. Had to toss them since they slide on the counter too...",
B016OP6N3M,06 Mar 2018,Karen Bruce,good quality,5.0 ,"this is a very good quality of bamboo and they came on time , i am very pleased with them",
B016OP6N3M,06 Mar 2018,discoveringbooks,So versatile. I used one as a cup coaster ...,5.0 ,"So versatile. I used one as a cup coaster on my study desk, one to serve sushi etc. on, and the other to chop vegetables on. Win-win.",
B016OP6N3M,05 Mar 2018,FIONA,Each chopping board has its purpose. I cut the ...,5.0 ,Each chopping board has its purpose. I cut the minced garlic with the smallest one. The largest meat and vegetables. Then cut the medium fruit. perfect。,
